IATA,ICAO,FAA,Name,Country,Location,Elevation,Latitude,Longitude,Chart,Website,Wikipedia,Airport Type,ISO Country
,YLGL,,Laglan Airport,Australia,,,,,,,,Small Airport,AU
,YLAG,,Lagoon Bay Airport,Australia,Dunalley,7 feet,,,,,,Small Airport,AU
,YLBO,,Lake Bolac Airport,Australia,,,,,,,,Small Airport,AU
,YLCG,,Lake Cargelligo Airport,Australia,,169 feet,,,,,,Small Airport,AU
LEL,YLEV,,Lake Evella Airport,Australia,,256 feet,-12.4989004135,135.8059997559,,,https://en.wikipedia.org/wiki/Lake_Evella_Airport,Small Airport,AU
,YLVD,,Lake Everard Airport,Australia,,,,,,,,Small Airport,AU
,WI89,WI89,Lake Geneva Aire Estates Airport,United States,Lake Geneva,880 feet,,,,,,Small Airport,US
,YLGC,,Lake Grace Airport,Australia,Lake Grace,936 feet,,,,,,Small Airport,AU
,,,Lake Hood Airport,United States,Anchorage,73 feet,,,,,,Small Airport,US
,,,Lake Kariba Airport,Zimbabwe,Binga,1755 feet,,,,,,Small Airport,ZW
,YKEP,,Lake Keepit Airport,Australia,,,,,,,,Small Airport,AU
,YLKG,,Lake King Airport,Australia,,1276 feet,,,,,,Small Airport,AU
,YLLR,,Lake Leagur Airport,Australia,,,,,,,,Small Airport,AU
,,Z55,Lake Louise Airport,United States,Lake Louise,2450 feet,,,,,,Small Airport,US
,,Y34,Lake Preston Municipal Airport,United States,Lake Preston,1725 feet,,,,,,Small Airport,US
,YLVY,,Lake Varley Airport,Australia,,,,,,,,Small Airport,AU
,XS99,XS99,Lake Water Wheel Airport,United States,Shepherd,80 feet,,,,,,Small Airport,US
,YLWY,,Lake Way Airport,Australia,,,,,,,,Small Airport,AU
,YLKE,,Lakes Entrance Airport,Australia,,,,,,,,Small Airport,AU
,YLET,,Lakes Entrance Airport,Australia,,,,,,,,Small Airport,AU
,YLAK,,Lakeside Airpark,Australia,Lakeside,,,,,,,Small Airport,AU
,VA68,VA68,Lakeview Aerodrome,United States,Moneta,1020 feet,,,,,,Small Airport,US
,VILP,,Lalitpur Airport,India,Lalitpur,1204 feet,,,,,,Small Airport,IN
LLJ,WIPB,,Lalmonirhat Airport,Bangladesh,Lubuk Linggau,371 feet,25.8875007629,89.4330978394,,,https://en.wikipedia.org/wiki/Lalmonirhat_Airport,Small Airport,ID
,VGLM,,Lalmonirhat Airport,Bangladesh,Lalmonirhat,106 feet,,,,,,Small Airport,BD
,,,Lambert's Bay Airfield,South Africa,Lambert's Bay,,,,,,,Small Airport,ZA
,YLAM,,Lambina Airport,Australia,,,,,,,,Small Airport,AU
,YLMB,,Lambrook Airport,Australia,,,,,,,,Small Airport,AU
,YLAO,,Lameroo Airport,Australia,,,,,,,,Small Airport,AU
LDN,VNLD,,Lamidanda Airport,Nepal,Lamidanda,"4,100 feet",27.2530994415,86.6699981689,,,https://en.wikipedia.org/wiki/Lamidanda_Airport,Small Airport,NP
,VTCO,,Lamphun Airport,Thailand,,925 feet,,,,,,Small Airport,TH
,VG16,VG16,Landis Airport,United States,Patrick Springs,1100 feet,,,,,,Small Airport,US
,YLNR,,Landor Races Airport,Australia,,,,,,,,Small Airport,AU
,YLDO,,Landor Station Airport,Australia,,,,,,,,Small Airport,AU
,YLAN,,Langawirra Airport,Australia,,,,,,,,Small Airport,AU
,YLLD,,Langlo Downs Airport,Australia,,,,,,,,Small Airport,AU
LTG,VNLT,,Langtang Airport,Nepal,Langtang,12000 feet,28.2000007629,85.5830001831,,,,Small Airport,NP
,YLSS,,Lansdowne Airport,Australia,,,,,,,,Small Airport,AU
,VYLY,,Lanywa Airport,Myanmar,Lanywa,175 feet,,,,,,Small Airport,MM
,WAPO,,Larat Airport,Indonesia,Kepulauan Larat,108 feet,,,,,,Small Airport,ID
,WV53,WV53,Larew Airport,United States,Newburg,1790 feet,,,,,,Small Airport,US
,WI91,WI91,Larson Airport,United States,Larsen,800 feet,,,,,,Small Airport,US
,,,Las Agallas Airstrip,Venezuela,Comunidad Las Agallas,2946 feet,,,,,,Small Airport,VE
,,,Las Carmelitas de Apure Airport,Venezuela,,426 feet,,,,,,Small Airport,VE
VVN,SPWT,,Las Malvinas Airport,Peru,Las Malvinas,1285 feet,-11.8548611111,-72.9393333333,,,https://en.wikipedia.org/wiki/Las_Malvinas_Airport,Small Airport,PE
,,,Las Mercedes Capanaparo Airport,Venezuela,La Villeguera,160 feet,,,,,,Small Airport,VE
LUU,YLRA,,Laura Airport,Australia,,627 feet,-15.5500001907,144.4499969482,,,https://en.wikipedia.org/wiki/Laura_Airport,Small Airport,AU
LUT,YLRS,,Laura Station Airport,Australia,Laura Station,148 feet,-15.1833000183,144.3670043945,,,,Small Airport,AU
,YLVK,,Lavarack (Military) Airport,Australia,Townsville,9 feet,,,,,,Small Airport,AU
LVO,YLTN,,Laverton Airport,Australia,Laverton,1530 feet,-28.6135997772,122.4240036011,,,https://en.wikipedia.org/wiki/Laverton_Airport,Small Airport,AU
,,,Lavino Airport,South Africa,Lavino,2550 feet,,,,,,Small Airport,ZA
LWY,WBGW,,Lawas Airport,Malaysia,Lawas,5 feet,4.8491702080,115.4079971313,,,https://en.wikipedia.org/wiki/Lawas_Airport,Small Airport,MY
,YLAW,,Lawlers Airport,Australia,,1598 feet,,,,,,Small Airport,AU
LWH,YLAH,,Lawn Hill Airport,Australia,,122 feet,-18.5683002472,138.6349945068,,,,Small Airport,AU
,WN21,WN21,Lawson Airpark,United States,Port Angeles,650 feet,,,,,,Small Airport,US
,,,Lebanon Citrus Farm Airstrip,South Africa,Clanwilliam,354 feet,,,,,,Small Airport,ZA
,WAEF,,Lebone Airstrip,Indonesia,Ulubongka,1631 feet,,,,,,Small Airport,ID
,VG64,VG64,Lee Field,United States,West Point,20 feet,,,,,,Small Airport,US
,WV01,WV01,Lee Massey Airport,United States,Ansted,1665 feet,,,,,,Small Airport,US
,YLEA,,Leeman Airport,Australia,Leeman,2 feet,,,,,,Small Airport,AU
,YLEE,,Leeton Airport,Australia,,460 feet,,,,,,Small Airport,AU
,,,Leeukop Farm Airfield,South Africa,Deneysville,4954 feet,,,,,,Small Airport,ZA
,YLUW,,Leeuwin Estate Airport,Australia,Margaret River,,,,,,,Small Airport,AU
,WS51,WS51,Leeward Farm Airport,United States,Soldiers Grove,1055 feet,,,,,,Small Airport,US
,YLGU,,Legune Airport,Australia,Baines,26 feet,,,,,,Small Airport,AU
,WA96,WA96,Leisureland Airpark,United States,Bremerton,430 feet,,,,,,Small Airport,US
,,,Lekoa Airstrip,South Africa,Herbstfontein,5085 feet,,,,,,Small Airport,ZA
,YLEG,,Leongatha Airport,Australia,Leongatha South,263 feet,,,,,,Small Airport,AU
,,,Leppan Airfield,South Africa,George,,,,,,,Small Airport,ZA
LHI,WAJL,,Lereh Airport,Indonesia,Lereh-Papua Island,820 feet,-3.1278998852,139.9429931641,,,,Small Airport,ID
,,,Letaba Rest Camp Airstrip,South Africa,,,,,,,,Small Airport,ZA
,YLED,,Lethbridge Airpark,Australia,,790 feet,,,,,,Small Airport,AU
,XA31,XA31,Lewis Ranch Airport,United States,Leakey,1730 feet,,,,,,Small Airport,US
LIA,ZULP,,Liangping Airport,China,Liangping,,30.6793994904,107.7860031128,,,https://en.wikipedia.org/wiki/Liangping_Airport,Small Airport,CN
,ZYLY,,Liaoyang Air Base,China,Liaoyang,57 feet,,,,,,Small Airport,CN
,XS12,XS12,Liberty Hill Air Ranch Airport,United States,Liberty Hill,1161 feet,,,,,,Small Airport,US
,WADE,,Lieutenant Colonel Wisnu Airfield,Indonesia,"Gerokgak, Buleleng",16 feet,,,,,,Small Airport,ID
,WV71,WV71,Lieving Airport,United States,Letart,635 feet,,,,,,Small Airport,US
,WIOH,,Liku Airport,Indonesia,Paloh,25 feet,,,,,,Small Airport,ID
,WI12,WI12,Lilac Time Airport,United States,Birchwood,1300 feet,,,,,,Small Airport,US
,YLLC,,Lilla Creek Airport,Australia,,,,,,,,Small Airport,AU
,YLLV,,Lily Vale Airport,Australia,,,,,,,,Small Airport,AU
,YLIL,,Lilydale Airport,Australia,,242 feet,,,,,,Small Airport,AU
LIB,YLIM,,Limbunya Airport,Australia,Limbunya,,-17.2355995178,129.8820037842,,,,Small Airport,AU
LDC,YLIN,,Lindeman Island Airport,Australia,Lindeman Island,,-20.4535999298,149.0399932860,,,,Small Airport,AU
,WBGO,,Lio Matu Airport,Malaysia,Lio Matu,700 feet,,,,,,Small Airport,MY
,YLSM,,Lismore Airport,Australia,,,,,,,,Small Airport,AU
,,,Liteta Airport,Zambia,Liteta,,,,,,,Small Airport,ZM
,,,Little Aden Airfield,Yemen,Little Aden,,,,,,,Small Airport,YE
,WY13,WY13,Little Buffalo Ranch Airport,United States,Gillette,4919 feet,,,,,,Small Airport,US
,VT76,VT76,Little Goose Farm Airport,United States,Lincoln,1294 feet,,,,,,Small Airport,US
,,,Little Vundu Camp Airport,Zimbabwe,Hurungwe,1204 feet,,,,,,Small Airport,ZW
LZR,YLZI,,Lizard Island Airport,Australia,,70 feet,-14.6667003632,145.4499969482,,,https://en.wikipedia.org/wiki/Lizard_Island_Airport,Small Airport,AU
,,,Lobatse Southeast Airport,South Africa,Nkwedumang,3742 feet,,,,,,Small Airport,ZA
,FLLV,,Lochinvar Airport,Zambia,Bwanda,3280 feet,,,,,,Small Airport,ZM
,YLOC,,Lochinvar Airport,Australia,,,,,,,,Small Airport,AU
LOC,YLOK,,Lock Airport,Australia,Lock,350 feet,-33.5442008972,135.6929931641,,,,Small Airport,AU
,YLCS,,Locksley Field,Australia,Locksley,165 feet,,,,,,Small Airport,AU
,WT37,WT37,Lockwood Dry Coulee Airport,United States,Okanogan,1312 feet,,,,,,Small Airport,US
,WI50,WI50,Loeber McDaniel Field,United States,Merrimac,889 feet,,,,,,Small Airport,US
,WS69,WS69,Log Cabin Airport,United States,Naples,850 feet,,,,,,Small Airport,US
,,,Loloma Airstrip,Zambia,Manyinga,3626 feet,,,,,,Small Airport,ZM
,YLBD,,Lombadina Airport,Australia,Dampier Peninsula,154 feet,,,,,,Small Airport,AU
,,,Londolozi Airstrip,South Africa,Sparta,1176 feet,,,,,,Small Airport,ZA
,WY64,WY64,Lone Pine Flying Ranch Airport,United States,Thayne,6000 feet,,,,,,Small Airport,US
,XA41,XA41,Lone Star Flying Service Airport,United States,Harper,2220 feet,,,,,,Small Airport,US
,VYLN,,Lonekin Airport,Myanmar,Lonekin,1010 feet,,,,,,Small Airport,MM
LKH,WBGL,,Long Akah Airport,Malaysia,Long Akah,289 feet,3.2999999523,114.7829971313,,,https://en.wikipedia.org/wiki/Long_Akah_Airport,Small Airport,MY
,WAGL,,Long Apari Airport,Indonesia,Long Apar,253 feet,,,,,,Small Airport,ID
LPU,WAQL,,Long Apung Airport,Indonesia,Long Apung-Borneo Island,2437 feet,1.7044860000,114.9702970000,,,,Small Airport,ID
,WBGA,,Long Atip Airport,Malaysia,Long Atip,300 feet,,,,,,Small Airport,MY
LBW,WAQJ,,Long Bawan Airport,Indonesia,Long Bawan,2540 feet,3.8670001030,115.6829986572,,,https://en.wikipedia.org/wiki/Juvai_Semaring_Airport,Small Airport,ID
,WBGE,,Long Geng Airport,Malaysia,Long Geng,350 feet,,,,,,Small Airport,MY
,YLHL,,Long Hill Airport,Australia,,,,,,,,Small Airport,AU
,WAQU,,Long Layu Airport,Indonesia,Long Layu,2882 feet,,,,,,Small Airport,ID
LGL,WBGF,,Long Lellang Airport,Malaysia,Long Datih,1400 feet,3.4210000038,115.1539993286,,,https://en.wikipedia.org/wiki/Long_Lellang_Airport,Small Airport,MY
,WALN,,Long Mawang Airport,Indonesia,Long Mawang-Borneo Island,1976 feet,,,,,,Small Airport,ID
,WAQP,,Long Pala Airstrip,Indonesia,,1490 feet,,,,,,Small Airport,ID
GSA,WBKN,,Long Pasia Airport,Malaysia,Long Miau,3175 feet,4.4000000954,115.7170028687,,,https://en.wikipedia.org/wiki/Long_Pasia_Airport,Small Airport,MY
,WAQV,,Long Pujungan Airstrip,Indonesia,Long Pujungan,756 feet,,,,,,Small Airport,ID
LSM,WBGD,,Long Semado Airport,Malaysia,Long Semado,2150 feet,4.2170000076,115.5999984740,,,https://en.wikipedia.org/wiki/Long_Semado_Airport,Small Airport,MY
ODN,WBGI,,Long Seridan Airport,Malaysia,Long Seridan,607 feet,3.9670000076,115.0500030518,,,https://en.wikipedia.org/wiki/Long_Seridan_Airport,Small Airport,MY
LSU,WBGU,,Long Sukang Airport,Malaysia,Long Sukang,1200 feet,4.5522198677,115.4940032959,,,https://en.wikipedia.org/wiki/Long_Sukang_Airport,Small Airport,MY
,WAQW,,Long Sule Airstrip,Indonesia,Long Pipa,2031 feet,,,,,,Small Airport,ID
,YLGD,,Longdown Airport,Australia,Longford,,,,,,,Small Airport,AU
,VA32,VA32,Longs Airport,United States,Edinburg,870 feet,,,,,,Small Airport,US
,YLOY,,Longwarry Airport,Australia,,,,,,,,Small Airport,AU
,YLOD,,Longwood Airport,Australia,Longwood East,633 feet,,,,,,Small Airport,AU
,YLGN,,Loongana Airport,Australia,,,,,,,,Small Airport,AU
LDH,YLHI,,Lord Howe Island Airport,Australia,Lord Howe Island,5 feet,-31.5382995605,159.0769958500,,,https://en.wikipedia.org/wiki/Lord_Howe_Island_Airport,Small Airport,AU
,YLRG,,Lorna Glen Homestead Airport,Australia,,,,,,,,Small Airport,AU
LOA,YLOR,,Lorraine Airport,Australia,,61 feet,-18.9932994843,139.9069976807,,,,Small Airport,AU
,YLRN,,Lorraine Station Airport,Australia,,,,,,,,Small Airport,AU
,,,Los Caballos Airport,Venezuela,Los Caballos,290 feet,,,,,,Small Airport,VE
,XA08,XA08,Los Cuernos Ranch Airport,United States,Cotulla,340 feet,,,,,,Small Airport,US
,WV06,WV06,Lost Mountain Airport,United States,Romney,1960 feet,,,,,,Small Airport,US
,,,Lost River Airport,United States,Mazama,2415 feet,,,,,,Small Airport,US
,YACR,,Lotus Creek/Croyden Airstrip,Australia,Croyden,594 feet,,,,,,Small Airport,AU
LTV,YLOV,,Lotus Vale Airport,Australia,Lotus Vale,,-17.0482997894,141.3760070800,,,,Small Airport,AU
,YLOU,,Louisa Downs Airport,Australia,,,,,,,,Small Airport,AU
,YLOH,,Louth Airport,Australia,Louth,,,,,,,Small Airport,AU
,,,Louwilla Lodge Airport,South Africa,Bloemhof,4200 feet,,,,,,Small Airport,ZA
,YLVB,,Lovely Banks Airport,Australia,,,,,,,,Small Airport,AU
,VA61,VA61,Lovettsville Airfield,United States,Lovettsville,529 feet,,,,,,Small Airport,US
,YLLT,,Lower Light Airport,Australia,,55 feet,,,,,,Small Airport,AU
,,W09,Lower Monumental State Airport,United States,Kahlotus,813 feet,,,,,,Small Airport,US
,YLOX,,Loxton Airport,Australia,,38 feet,,,,,,Small Airport,AU
LXG,VLLN,,Luang Namtha Airport,Laos,Luang Namtha,1968 feet,20.9669990540,101.4000015259,,,https://en.wikipedia.org/wiki/Louang_Namtha_Airport,Small Airport,LA
,,,Luangwa Airport,Zambia,Luangwa,,,,,,,Small Airport,ZM
,YLUI,,Lucindale Airport,Australia,,,,,,,,Small Airport,AU
,,,Luckhof Airport,South Africa,Luckhof,,,,,,,Small Airport,ZA
,WY06,WY06,Luckinbill Airstrip,United States,Cody,6600 feet,,,,,,Small Airport,US
,YLKD,,Lucky Downs Airport,Australia,,,,,,,,Small Airport,AU
,YLUC,,Lucy Creek Airport,Australia,,,,,,,,Small Airport,AU
,,,Lufupa Lodge Airstrip,Zambia,,,,,,,,Small Airport,ZM
,,,Luisa Airport,Venezuela,,407 feet,,,,,,Small Airport,VE
LYK,WADU,,Lunyuk Airport,Indonesia,Lunyuk,44 feet,-8.9994602203,117.2320022583,,,,Small Airport,ID
,ZGLD,,Luoding Sulong Airport,China,Yunfu (Luoding),190 feet,,,,,,Small Airport,CN
,,,Lupane Airport,Zimbabwe,Lupane,,,,,,,Small Airport,ZW
JIU,ZSJJ,,Lushan Airport,China,Jiujiang,,29.4769440000,115.8011110000,,,https://en.wikipedia.org/wiki/Jiujiang_Lushan_Airport,Small Airport,CN
,YLSK,,Luskintyre Airfield,Australia,Luskintyre,112 feet,,,,,,Small Airport,AU
LTP,YLHS,,Lyndhurst Airport,Australia,Lyndhurst,,-19.1958007812,144.3710021970,,,"https://en.wikipedia.org/wiki/Lyndhurst,_Queensland",Small Airport,AU
,YLYD,,Lyndley Airport,Australia,,,,,,,,Small Airport,AU
,YLYK,,Lyndoch Airport,Australia,Lyndoch,,,,,,,Small Airport,AU
,YLYN,,Lyndon Airport,Australia,,735 feet,,,,,,Small Airport,AU
,WI52,WI52,M & F Landing Airport,United States,Greenleaf,880 feet,,,,,,Small Airport,US
,VI82,,Maa Ganga Airport Uttarkashi,India,Chinyalisour,2983 feet,,,,,,Small Airport,IN
,YMAK,,Mabel Creek Station Airport,Australia,Mabel Creek,,,,,,,Small Airport,AU
UBB,YMAA,,Mabuiag Island Airport,Australia,Mabuiag Island,,-9.9499998093,142.1829986572,,,https://en.wikipedia.org/wiki/Mabuiag_Island_Airport,Small Airport,AU
MNW,YMDS,,MacDonald Downs Airport,Australia,,,-22.4440002441,135.1990051270,,,,Small Airport,AU
SFX,SVMU,,Macagua Airport,Venezuela,Ciudad Guayana,231 feet,8.3500003815,-62.6333351135,,,,Small Airport,VE
,VT20,VT20,Mach Personal Strip,United States,Pawlet,854 feet,,,,,,Small Airport,US
,,,Macha Airport,Zambia,Macha,,,,,,,Small Airport,ZM
,YMCS,,Macrossan Airport,Australia,,,,,,,,Small Airport,AU
,YMAC,,Macumba Airport,Australia,,,,,,,,Small Airport,AU
,,,Madikwe East Airport,South Africa,,3091 feet,,,,,,Small Airport,ZA
,,,Madikwe West Airport,South Africa,,3646 feet,,,,,,Small Airport,ZA
,WY65,WY65,Madsen Airport,United States,Gillette,4500 feet,,,,,,Small Airport,US
,YMAD,,Madura Airport,Australia,,,,,,,,Small Airport,AU
PYY,VTCI,,Mae Hong Son Airport,Thailand,Pai,1676 feet,19.3719997406,98.4369964600,,,,Small Airport,TH
,VTCS,,Mae Sariang Airport,Thailand,Mae Sariang,750 feet,,,,,,Small Airport,TH
,WI76,WI76,Maggies Farm LLC Airport,United States,Jefferson,836 feet,,,,,,Small Airport,US
,WI53,WI53,Maguire Field,United States,Mosinee,1274 feet,,,,,,Small Airport,US
MWQ,VYMW,,Magway Airport,Myanmar (Burma),Magway,279 feet,20.1655998230,94.9413986206,,,https://en.wikipedia.org/wiki/Magwe_Airport,Small Airport,MM
,WAEA,,Mahak Baru Airport,Indonesia,Dumu Mahak,1722 feet,,,,,,Small Airport,ID
,YMWO,,Mahanewo Airport,Australia,,,,,,,,Small Airport,AU
XMG,VNMN,,Mahendranagar Airport,Nepal,Mahendranagar,650 feet,28.9631996155,80.1479034424,,,https://en.wikipedia.org/wiki/Mahendranagar_Airport,Small Airport,NP
SBG,WITN,,Maimun Saleh Airport,Indonesia,Sabang,393 feet,5.8741297722,95.3396987915,,,,Small Airport,ID
,YMLD,,Maitland Airport,Australia,,,,,,,,Small Airport,AU
MTL,YMND,,Maitland Airport,Australia,,85 feet,-32.7033004761,151.4880065920,,,https://en.wikipedia.org/wiki/Maitland_Airport,Small Airport,AU
,YMDW,,Maitland Downs Airport,Australia,,,,,,,,Small Airport,AU
,,,Majagua Airport,Venezuela,,416 feet,,,,,,Small Airport,VE
,,,Majawa Airport,Venezuela,,1938 feet,,,,,,Small Airport,VE
,,,Majawana Airport,Venezuela,,2042 feet,,,,,,Small Airport,VE
,VT34,VT34,Major W. Guth STOLport,United States,Westminster,819 feet,,,,,,Small Airport,US
,,,Majuaneti Airport,Zambia,Majuaneti,,,,,,,Small Airport,ZM
,,,Makado Airport,Zimbabwe,Makado,,,,,,,Small Airport,ZW
,WAAT,,Makale Airport,Indonesia,Makale-Celebes Island,2711 feet,,,,,,Small Airport,ID
,WRHC,,Makki Airstrip,Indonesia,Makki,6747 feet,,,,,,Small Airport,ID
LDA,VEMH,,Malda Airport,India,Malda,79 feet,25.0330009460,88.1330032349,,,https://en.wikipedia.org/wiki/Malda_Airport,Small Airport,IN
MPT,WPMN,,Maliana Airport,Indonesia,Maliana,,-8.1677398682,125.0090026855,,,,Small Airport,TL
LSW,WIMA,,Malikus Saleh Airport,Indonesia,Lhok Seumawe-Sumatra Island,90 feet,5.2266798019,96.9503021240,,,,Small Airport,ID
,WAWG,,Malimpung Airport,Indonesia,Malimpung,124 feet,,,,,,Small Airport,ID
,YMLA,,Malina Airport,Australia,,,,,,,,Small Airport,AU
,,,Malipati Airport,Zimbabwe,Malipati,,,,,,,Small Airport,ZW
XMC,YMCO,,Mallacoota Airport,Australia,,31 feet,-37.5983009338,149.7200012207,,,https://en.wikipedia.org/wiki/Mallacoota_Airport,Small Airport,AU
,YMYH,,Mallapunyah Springs Airport,Australia,,,,,,,,Small Airport,AU
,WV12,WV12,Mallory Airport,United States,South Charleston,880 feet,,,,,,Small Airport,US
,,,Mana West Airport,Zimbabwe,Hurungwe,1232 feet,,,,,,Small Airport,ZW
NGX,VNMA,,Manang Airport,Nepal,Ngawal,"11,093 feet",28.6413993835,84.0892028809,,,https://en.wikipedia.org/wiki/Manang_Airport,Small Airport,NP
,YMAG,,Manangatang Airport,Australia,,,,,,,,Small Airport,AU
MGU,VYMN,,Manaung Airport,Myanmar (Burma),Manaung,102 feet,18.8458003998,93.6889038086,,,https://en.wikipedia.org/wiki/Manaung_Airport,Small Airport,MM
MXW,ZMMG,,Mandalgovi Airport,China,Mandalgobi,4550 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",,,https://en.wikipedia.org/wiki/Mandalgovi_Airport,Small Airport,MN
MQA,YMDI,,Mandora Airport,Australia,Eighty Mile Beach,30 feet,-19.7383003235,120.8379974370,,,,Small Airport,AU
,YMNO,,Maneroo Airport,Australia,,,,,,,,Small Airport,AU
,YMNF,,Manfred Airport,Australia,,,,,,,,Small Airport,AU
,YMNG,,Mangalore Airport,Australia,Mangalore,467 feet,,,,,,Small Airport,AU
,WAQK,,Mangkajang Airport,Indonesia,Mangkajang-Borneo Island,47 feet,,,,,,Small Airport,ID
MAL,WAEO,,"Mangole Airport, Falabisahaya",Indonesia,Mangole Island,10 feet,-1.8757900000,125.8300018311,,,,Small Airport,ID
,YMVM,,Mangrove Mountain Airport,Australia,Mangrove Mountain,920 feet,,,,,,Small Airport,AU
,YMAI,,Manguri Airport,Australia,Manguri,,,,,,,Small Airport,AU
MJP,YMJM,,Manjimup Airport,Australia,,940 feet,-34.2653007507,116.1399993896,,,https://en.wikipedia.org/wiki/Manjimup_Airport,Small Airport,AU
,,,Manjolo Airport,Zimbabwe,Binga,1775 feet,,,,,,Small Airport,ZW
,VG28,VG28,Mann Airport,United States,Boykins,35 feet,,,,,,Small Airport,US
MFP,YMCR,,Manners Creek Airport,Australia,,,-22.1000003815,137.9830017090,,,,Small Airport,AU
,VT10,VT10,Manning Personal Airstrip,United States,Bridport,255 feet,,,,,,Small Airport,US
,YMFD,,Mansfield Airport,Australia,,1050 feet,,,,,,Small Airport,AU
,YMUS,,Mantuan Downs Airport,Australia,Mantuan Downs,1096 feet,,,,,,Small Airport,AU
,,,Manzengwenya Airstrip,South Africa,Manzengwenya,,,,,,,Small Airport,ZA
,WAYH,,Mapenduma Airstrip,Indonesia,Mapenduma,3313 feet,,,,,,Small Airport,ID
,VG57,VG57,Maples Field,United States,Catlett,225 feet,,,,,,Small Airport,US
,YMAP,,Mapuru Airstrip,Australia,,101 feet,,,,,,Small Airport,AU
,,,Maraca Airport,Venezuela,,755 feet,,,,,,Small Airport,VE
,YMRA,,Maralinga Airport,Australia,,,,,,,,Small Airport,AU
,,,Maramba River Airport,Zambia,Livingstone,2982 feet,,,,,,Small Airport,ZM
,YMKA,,Mararanka Homestead Airport,Australia,,,,,,,,Small Airport,AU
,,,Marataba Airport,South Africa,,3215 feet,,,,,,Small Airport,ZA
MBB,YMBL,,Marble Bar Airport,Australia,,194 feet,-21.1632995605,119.8330001831,,,,Small Airport,AU
,YMDZ,,Mardi Station Airport,Australia,,,,,,,,Small Airport,AU
MGV,YMGR,,Margaret River (Station) Airport,Australia,,289 feet,-18.6217002869,126.8830032350,,,,Small Airport,AU
MQZ,YMGT,,Margaret River Airport,Australia,,374 feet,-33.9305992126,115.0999984740,,,https://en.wikipedia.org/wiki/Margaret_River_Airport,Small Airport,AU
,,,Marieta Airport,Venezuela,,392 feet,,,,,,Small Airport,VE
MXD,YMWX,,Marion Downs Airport,Australia,Marion Downs,,-23.3666992188,139.6670074463,,,,Small Airport,AU
MRP,YALA,,Marla Airport,Australia,Marla,328 feet,-27.3332996368,133.6269989014,,,"https://en.wikipedia.org/wiki/Marla,_South_Australia",Small Airport,AU
,XS48,XS48,Marlin's Meadow Airport,United States,Yantis,490 feet,,,,,,Small Airport,US
,,,Maronga Airport,Zimbabwe,,,,,,,,Small Airport,ZW
MQE,YMQA,,Marqua Airport,Australia,Marqua,,-22.8057994843,137.2510070801,,,,Small Airport,AU
,WN88,WN88,Martin Airport,United States,Ocean Park,10 feet,,,,,,Small Airport,US
,WI78,WI78,Martins Aerodrome,United States,Green Bay,808 feet,,,,,,Small Airport,US
,YMTW,,Martins Well Airport,Australia,,,,,,,,Small Airport,AU
,,,Marueta Airport,Venezuela,,383 feet,,,,,,Small Airport,VE
,YMVH,,Marvel Loch Airport,Australia,,,,,,,,Small Airport,AU
,YMYY,,Mary Valley Airport,Australia,,,,,,,,Small Airport,AU
MBH,YMYB,,Maryborough Airport,Australia,Maryborough,38 feet,-25.5132999420,152.7149963379,,,https://en.wikipedia.org/wiki/Maryborough_Airport_(Queensland),Small Airport,AU
,YMBU,,Maryborough Airport,Australia,,766 feet,,,,,,Small Airport,AU
,YMYI,,Marymia Airport,Australia,,,,,,,,Small Airport,AU
,YMYV,,Maryvale Airport,Australia,,,,,,,,Small Airport,AU
,,,Mata de Bárbara Airport,Venezuela,,262 feet,,,,,,Small Airport,VE
,,,Mata de Guama Airport,Venezuela,,256 feet,,,,,,Small Airport,VE
,,,Matetsi Airport,Zimbabwe,Matetsi,,,,,,,Small Airport,ZW
,,,Matetsi East Airstrip,Zimbabwe,Hwange,2638 feet,,,,,,Small Airport,ZW
,WI97,WI97,Mathaire Field,United States,Marshall,960 feet,,,,,,Small Airport,US
,VT03,VT03,Maule's Roost Airport,United States,Lincoln,1100 feet,,,,,,Small Airport,US
MOF,WATC,,Maumere(Wai Oti) Airport,Indonesia,Waioti,115 feet,-8.6406497955,122.2369995117,,,https://en.wikipedia.org/wiki/Frans_Xavier_Seda_Airport,Small Airport,ID
,,,Maunga River Airport,Zambia,Zimba,1673 feet,,,,,,Small Airport,ZM
,XS47,XS47,Maurice Dauwe Farm Airport,United States,Poteet,447 feet,,,,,,Small Airport,US
,,,Mavaca I Airport,Venezuela,,532 feet,,,,,,Small Airport,VE
,,,Mavaca II Airport,Venezuela,,1154 feet,,,,,,Small Airport,VE
,,,Mawala Airstrip,South Africa,Northham,3412 feet,,,,,,Small Airport,ZA
,,,Mawhishiña Airport,Venezuela,,4011 feet,,,,,,Small Airport,VE
MNU,VYMM,,Mawlamyaing Airport,Myanmar (Burma),Mawlamyine,52 feet,16.4447002411,97.6606979370,,,https://en.wikipedia.org/wiki/Mawlamyaing_Airport,Small Airport,MM
,WRRP,,Mayado Airstrip,Indonesia,Meyado,213 feet,,,,,,Small Airport,ID
,,,Mayaputi Game Reserve Airport,South Africa,Zastron,5076 feet,,,,,,Small Airport,ZA
,VG24,VG24,Mayers Airport,United States,Ashland,215 feet,,,,,,Small Airport,US
,,,Mayobateli Airport,Venezuela,,3500 feet,,,,,,Small Airport,VE
