Name,IATA Code,ICAO Code,Prefix,Fleet Size,Destinations,Callsign,Logo URL,Wikipedia URL
Mahan Air,W5,IRM,EP,49,33,MAHAN AIR,https://images.planefinder.net/api/logo/IRM/w/256,http://en.wikipedia.org/wiki/Mahan_Air
Malawi Airlines,3W,MWI,7Q,2,0,MALAWIAN,https://images.planefinder.net/api/logo/MWI/w/256,http://en.wikipedia.org/wiki/Malawian_Airlines
Malaysia Airlines,MH,MAS,9M,93,74,MALAYSIAN,https://images.planefinder.net/api/logo/MAS/w/256,http://en.wikipedia.org/wiki/Malaysia_Airlines
Maldivian,Q2,DQA,8Q,26,25,SKYSURFER,https://images.planefinder.net/api/logo/DQA/w/256,http://en.wikipedia.org/wiki/Maldivian_(airline)
Maleth-Aero,DB,MLT,9H,3,0,MALETH,https://images.planefinder.net/api/logo/MLT/w/256,http://www.maleth-aero.com/
Malta Air,-,MAY,9H,179,0,BLUE MED,https://images.planefinder.net/api/logo/MAY/w/256,https://en.wikipedia.org/wiki/Malta_Air
Malta MedAir,MT,MMO,9H,3,0,MALIT,https://images.planefinder.net/api/logo/MMO/w/256,https://en.wikipedia.org/wiki/Malta_MedAir
Mandarin Airlines,AE,MDA,B,14,14,MANDARIN,https://images.planefinder.net/api/logo/MDA/w/256,http://en.wikipedia.org/wiki/Mandarin_Airlines
Mann Yatanarpon Airlines,7Y,MYP,XY,3,13,MANN ROYAL,https://images.planefinder.net/api/logo/MYP/w/256,https://en.wikipedia.org/wiki/Mann_Yadanarpon_Airlines
Manta Air,NR,MAV,8Q,20,3,SEA WING,https://images.planefinder.net/api/logo/MAV/w/256,https://en.wikipedia.org/wiki/Manta_Air
MAP Linhas Aéreas,M1,PAM,PP/PT,0,0,MAP AIR,https://images.planefinder.net/api/logo/PAM/w/256,http://en.wikipedia.org/wiki/MAP_Linhas_A%C3%A9reas
Marabu,DI,MBU,ES,10,22,MARABU,https://images.planefinder.net/api/logo/MBU/w/256,https://en.wikipedia.org/wiki/Marabu_(airline)
Marathon Airlines,O8,MTO,SX,2,0,MARATHON,https://images.planefinder.net/api/logo/MTO/w/256,https://flymarathon.aero/aircrafts
Martinair,MP,MPH,PH,1,8,MARTINAIR,https://images.planefinder.net/api/logo/MPH/w/256,http://en.wikipedia.org/wiki/Martinair
mas,M7,MAA,XA,4,14,MAS CARGA,https://images.planefinder.net/api/logo/MAA/w/256,https://en.wikipedia.org/wiki/Mas_Air
MASwings,MH,MWG,9M,0,74,MASWINGS,https://images.planefinder.net/api/logo/MWG/w/256,http://en.wikipedia.org/wiki/MASwings
Mauritania Airlines,L6,MAI,5T,8,12,MAURITANIA AIRLINES,https://images.planefinder.net/api/logo/MAI/w/256,https://en.wikipedia.org/wiki/Mauritania_Airlines
Mavi Gök Airlines,4M,MGH,TC,12,10,MAVI,https://images.planefinder.net/api/logo/MGH/w/256,https://mga.aero/
Max Air,VM,NGL,5N,8,0,MAXAIR NIGERIA,https://images.planefinder.net/api/logo/NGL/w/256,http://en.wikipedia.org/wiki/Max_Air
Maya Island Air,2M,MYD,V3,0,9,MYLAND,https://images.planefinder.net/api/logo/MYD/w/256,http://en.wikipedia.org/wiki/Maya_Island_Air
MAYAir,7M,MYI,XA,0,0,MAYAIR,https://images.planefinder.net/api/logo/MYI/w/256,http://en.wikipedia.org/wiki/MAYAir
Medsky Airways,BM,MNS,5A,1,9,,https://images.planefinder.net/api/logo/MNS/w/256,https://www.facebook.com/medskyairways/
Mel Air,5M,MDO,9H,5,2,KUDA,https://images.planefinder.net/api/logo/MDO/w/256,https://jobs.airnostrum.es/MELAIR/
Mesa Airlines,YV,ASH,N,5,0,AIR SHUTTLE,https://images.planefinder.net/api/logo/ASH/w/256,http://en.wikipedia.org/wiki/Mesa_Airlines
Mexican Air Force,-,FAM,XA,63,0,,https://images.planefinder.net/api/logo/FAM/w/256,https://en.wikipedia.org/wiki/Mexican_Air_Force
Mexicana,XN,MXA,XA,6,15,,https://images.planefinder.net/api/logo/MXA/w/256,https://en.wikipedia.org/wiki/Mexicana_de_Aviaci%C3%B3n_(2023%E2%80%93present)
MHS Aviation,M2,MHV,D,7,0,SNOWCAP,https://images.planefinder.net/api/logo/MHV/w/256,https://en.wikipedia.org/wiki/MHS_Aviation_(Germany)
MIAT-Mongolian Airlines,OM,MGL,JU,10,22,MONGOL AIR,https://images.planefinder.net/api/logo/MGL/w/256,http://en.wikipedia.org/wiki/MIAT_Mongolian_Airlines
Middle East Airlines,ME,MEA,OD,22,36,CEDAR JET,https://images.planefinder.net/api/logo/MEA/w/256,http://en.wikipedia.org/wiki/Middle_East_Airlines
MJET,-,MJF,OE,11,0,EM EXPRESS,https://images.planefinder.net/api/logo/MJF/w/256,http://en.wikipedia.org/wiki/MJET
MNG Airlines,MB,MNB,TC,8,0,BLACK SEA,https://images.planefinder.net/api/logo/MNB/w/256,http://en.wikipedia.org/wiki/MNG_Airlines
Moçambique Expresso,-,MXE,C9,2,0,MOZAMBIQUE EXPRESS,https://images.planefinder.net/api/logo/MXE/w/256,http://en.wikipedia.org/wiki/Mo%C3%A7ambique_Expresso
Modern Logistics,WD,MWM,PP/PT,2,3,,https://images.planefinder.net/api/logo/MWM/w/256,https://pt.wikipedia.org/wiki/Modern_Logistics
Mokulele Airlines,MW,MHO,N,11,0,MAHALO,https://images.planefinder.net/api/logo/MHO/w/256,http://en.wikipedia.org/wiki/Mokulele_Airlines
Morningstar Air Express,-,MAL,C,29,0,MORNINGSTAR,https://images.planefinder.net/api/logo/MAL/w/256,http://en.wikipedia.org/wiki/Morningstar_Air_Express
MSC Air Cargo,CP,LSI,HB,0,16,POSEIDON,https://images.planefinder.net/api/logo/LSI/w/256,https://www.planespotters.net/airline/MSC-Air-Cargo
My Indo Airlines,2Y,MYU,PK,8,0,MYINDO,https://images.planefinder.net/api/logo/MYU/w/256,https://en.wikipedia.org/wiki/My_Indo_Airlines
My Jet Xpress Airlines,N7,NEP,9M,0,0,WARISAN,https://images.planefinder.net/api/logo/NEP/w/256,http://en.wikipedia.org/wiki/Neptune_Air
Myanmar Airways International,8M,MMA,XY,11,38,MYANMAR,https://images.planefinder.net/api/logo/MMA/w/256,http://en.wikipedia.org/wiki/Myanmar_Airways_International
Myanmar National Airlines,UB,UBA,XY,13,16,UNIONAIR,https://images.planefinder.net/api/logo/UBA/w/256,http://en.wikipedia.org/wiki/Myanma_Airways
MyWay Airlines,MJ,MYW,4L,0,0,MY SKY,https://images.planefinder.net/api/logo/MYW/w/256,https://en.wikipedia.org/wiki/MyWay_Airlines
Nakanihon Air Service,-,NAS,JA,38,0,,https://images.planefinder.net/api/logo/NAS/w/256,https://www.nnk.co.jp/english/
Naljets,-,APX,G,0,0,APEX,https://images.planefinder.net/api/logo/APX/w/256,https://naljets.com/
NAM Air,IN,LKN,PK,10,17,NAM,https://images.planefinder.net/api/logo/LKN/w/256,https://en.wikipedia.org/wiki/NAM_Air
National Airlines,N8,NCR,N,2,0,NATIONAL CARGO,https://images.planefinder.net/api/logo/NCR/w/256,http://en.wikipedia.org/wiki/National_Airlines_(N8)
National Jet Express,NC,JTE,VH,24,10,JETEX,https://images.planefinder.net/api/logo/JTE/w/256,https://en.wikipedia.org/wiki/National_Jet_Express
NATO,-,OAN,,21,0,,https://images.planefinder.net/api/logo/OAN/w/256,https://en.wikipedia.org/wiki/CHC_Helikopter_Service
Nature Air,5C,NRR,TI,0,13,NATUREAIR,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/Nature_Air
Nauru Airlines,ON,RON,C2,6,10,AIR NAURU,https://images.planefinder.net/api/logo/RON/w/256,https://en.wikipedia.org/wiki/Nauru_Airlines
Naysa,ZN,NAY,EC,0,8,NAYSA,https://images.planefinder.net/api/logo/NAY/w/256,https://en.wikipedia.org/wiki/Naysa_Servicios_A%C3%A9reos
Neos,NO,NOS,I,18,113,MOONFLOWER,https://images.planefinder.net/api/logo/NOS/w/256,https://en.wikipedia.org/wiki/Neos_(airline)
Nepal Airlines,RA,RNA,9N,6,22,ROYALNEPAL,https://images.planefinder.net/api/logo/RNA/w/256,http://en.wikipedia.org/wiki/Royal_Nepal_Airlines
Nesma Airlines,NE,NMA,SU,11,47,NESMA,https://images.planefinder.net/api/logo/NMA/w/256,http://en.wikipedia.org/wiki/Nesma_Airlines
Nesma Airlines (Saudi Arabia),NA,NSS,HZ,0,0,NESMA CONNECT,https://images.planefinder.net/api/logo/NSS/w/256,http://en.wikipedia.org/wiki/Nesma_Airlines
NetJets,1I,EJA,N,745,0,EXECJET,https://images.planefinder.net/api/logo/EJA/w/256,http://en.wikipedia.org/wiki/Netjets
NetJets Air Transport UK,1I,NJU,G,9,0,ARTISAN,https://images.planefinder.net/api/logo/NJU/w/256,https://www.avcodes.co.uk/details.asp?ID=29628
NetJets Europe,1I,NJE,CP,119,0,FRACTION,https://images.planefinder.net/api/logo/NJE/w/256,http://en.wikipedia.org/wiki/NetJets_Europe
Network Aviation,QF,NWK,VH,0,107,NETLINK,https://images.planefinder.net/api/logo/NWK/w/256,https://en.wikipedia.org/wiki/Network_Aviation
New England Airlines,EJ,NEA,N,9,4,NEW ENGLAND,https://images.planefinder.net/api/logo/NEA/w/256,http://en.wikipedia.org/wiki/New_England_Airlines
New Pacific Airlines,7H,RVF,N,6,0,RAVEN FLIGHT,https://images.planefinder.net/api/logo/RVF/w/256,https://en.wikipedia.org/wiki/Ravn_Alaska
Niger Airlines,6N,NIN,,0,0,NIGER AIRLINES,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://en.wikipedia.org/wiki/Niger_Airlines
Nigerian Air Force,-,NGR,5N,10,0,,https://images.planefinder.net/api/logo/NGR/w/256,https://en.wikipedia.org/wiki/Nigerian_Air_Force
Nile Air,NP,NIA,SU,6,48,NILEBIRD,https://images.planefinder.net/api/logo/NIA/w/256,http://en.wikipedia.org/wiki/Nile_Air
Nippon Cargo Airlines (NCA),KZ,NCA,JA,8,14,NIPPON CARGO,https://images.planefinder.net/api/logo/NCA/w/256,http://en.wikipedia.org/wiki/Nippon_Cargo_Airlines
Nok Air,DD,NOK,HS,10,15,NOK AIR,https://images.planefinder.net/api/logo/NOK/w/256,http://en.wikipedia.org/wiki/Nok_Air
Nolinor Aviation,N5,NRL,C,10,2,NOLINOR,https://images.planefinder.net/api/logo/NRL/w/256,http://en.wikipedia.org/wiki/Nolinor_Aviation
Noordzee Helikopters Vlaanderen,-,NHX,OO,13,0,EVO,https://images.planefinder.net/api/logo/NHX/w/256,
Nordic Regional Airlines,N7,FCM,N,1,0,FINNAIR,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://en.wikipedia.org/wiki/Nordic_Regional_Airlines
Nordica,EE,EST,ES,0,0,,https://images.planefinder.net/api/logo/EST/w/256,https://en.wikipedia.org/wiki/Nordica_(airline)
NordStar,Y7,TYA,RA,9,25,NORDSTA,https://images.planefinder.net/api/logo/TYA/w/256,http://en.wikipedia.org/wiki/NordStar
Nordwind Airlines,N4,NWS,RA,28,45,NORDLAND,https://images.planefinder.net/api/logo/NWS/w/256,http://en.wikipedia.org/wiki/Nordwind_Airlines
Norlandair,-,FNA,TF,5,0,NORLAND,https://images.planefinder.net/api/logo/FNA/w/256,https://en.wikipedia.org/wiki/Norlandair
Norse Atlantic Airways,N0,NBT,LN,6,7,LONGSHIP,https://images.planefinder.net/api/logo/NBT/w/256,https://en.wikipedia.org/wiki/Norse_Atlantic_Airways
Norse Atlantic UK,Z0,UBT,G,4,5,LONGBOAT,https://images.planefinder.net/api/logo/UBT/w/256,https://en.wikipedia.org/wiki/Norse_Atlantic_UK
North Cariboo Air,-,NCB,C,15,0,NORTH CARIBOO,https://images.planefinder.net/api/logo/NCB/w/256,http://en.wikipedia.org/wiki/North_Cariboo_Air
North-West Air Company,0E,NWC,RA,8,0,WEST WAY,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://www.northwest.aero/
North-Wright Airways Ltd.,HW,NWL,C,13,8,NORTHWRIGHT,https://images.planefinder.net/api/logo/NWL/w/256,http://en.wikipedia.org/wiki/North-Wright_Airways
Northern Air Cargo (NAC),NC,NAC,N,7,10,YUKON,https://images.planefinder.net/api/logo/NAC/w/256,http://en.wikipedia.org/wiki/Northern_Air_Cargo
NorthStar Air Tours,-,GJA,C,0,0,,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://www.northstarairtours.com/
Northwestern Air,J3,PLR,C,12,0,POLARIS,https://images.planefinder.net/api/logo/PLR/w/256,http://en.wikipedia.org/wiki/Northwestern_Air
Norwegian Air International,D8,IBK,LN,0,105,NORTRANS,https://images.planefinder.net/api/logo/IBK/w/256,https://en.wikipedia.org/wiki/Norwegian_Air_International
Norwegian Air Norway,DH,NAN,N,0,3,NORSHIP,https://images.planefinder.net/api/logo/NAN/w/256,https://en.wikipedia.org/wiki/Norwegian_Air_Shuttle
Norwegian Air Shuttle,DY,NAX,LN,42,114,NOR SHUTTLE,https://images.planefinder.net/api/logo/NAX/w/256,http://en.wikipedia.org/wiki/Norwegian_Air_Shuttle
Norwegian Air Sweden,D8,NSZ,SE,54,105,REDNOSE,https://images.planefinder.net/api/logo/NSZ/w/256,https://en.wikipedia.org/wiki/Norwegian_Air_Sweden
Norwegian Long Haul,DU,NLH,LN,0,15,NORSTAR,https://images.planefinder.net/api/logo/NLH/w/256,http://en.wikipedia.org/wiki/Norwegian_Long_Haul
Nouvelair,BJ,LBT,TS,17,44,NOUVELAIR,https://images.planefinder.net/api/logo/LBT/w/256,http://en.wikipedia.org/wiki/Nouvelair
Nova Airways,O9,NOV,ST,0,6,NOVANILE,https://images.planefinder.net/api/logo/NOV/w/256,http://en.wikipedia.org/wiki/Nova_Airways
Novair,N9,NVR,SE,0,9,NAVIGATOR,https://images.planefinder.net/api/logo/NVR/w/256,http://en.wikipedia.org/wiki/Novair
Novoair,VQ,NVQ,S2,5,5,NOVOAIR,https://images.planefinder.net/api/logo/NVQ/w/256,http://en.wikipedia.org/wiki/Novoair
Offshore Helicopter Services,-,ULR,G,17,0,VIPER,https://images.planefinder.net/api/logo/ULR/w/256,https://en.wikipedia.org/wiki/Offshore_Helicopter_Services
Okay Airways,BK,OKA,B,21,42,OKAYJET,https://images.planefinder.net/api/logo/OKA/w/256,http://en.wikipedia.org/wiki/Okay_Airways
Olympic Air,OA,OAL,SX,18,19,OLYMPIC,https://images.planefinder.net/api/logo/OAL/w/256,http://en.wikipedia.org/wiki/Olympic_Air
Olympus Airways,-,OLY,SX,0,0,OLYAIR,https://images.planefinder.net/api/logo/OLY/w/256,https://en.wikipedia.org/wiki/Olympus_Airways
Oman Air,WY,OMA,A40,33,48,OMAN AIR,https://images.planefinder.net/api/logo/OMA/w/256,http://en.wikipedia.org/wiki/Oman_Air
Omni Air International,OY,OAE,N,13,0,OMNI EXPRESS,https://images.planefinder.net/api/logo/OAE/w/256,http://en.wikipedia.org/wiki/Omni_Air_International
One Air,HC,HGO,G,1,17,HAMPTON,https://images.planefinder.net/api/logo/HGO/w/256,https://oneair.aero/
One Airways,OX,OEW,EC,0,0,DREAMER,https://images.planefinder.net/api/logo/OEW/w/256,https://www.oneairways.com/
Onur Air,8Q,OHY,TC,0,0,ONUR AIR,https://images.planefinder.net/api/logo/OHY/w/256,http://en.wikipedia.org/wiki/Onur_Air
Orenburzhye,O7,ORG,RA,14,0,ORENBURZHIE,https://images.planefinder.net/api/logo/ORG/w/256,https://en.wikipedia.org/wiki/Orenburzhye
Oriental Air Bridge,OC,ORC,JA,3,5,ORIENTAL BRIDGE,https://images.planefinder.net/api/logo/ORC/w/256,http://en.wikipedia.org/wiki/Oriental_Air_Bridge
Originair,OG,OGN,ZK,3,0,ORIGIN,https://images.planefinder.net/api/logo/OGN/w/256,https://en.wikipedia.org/wiki/Originair
OTT Airlines,-,OTT,B,0,0,OTT AIRLINES,https://images.planefinder.net/api/logo/OTT/w/256,https://en.wikipedia.org/wiki/OTT_Airlines
Overland Airways,OF,OLA,5N,8,8,OVERLAND,https://images.planefinder.net/api/logo/OLA/w/256,https://en.wikipedia.org/wiki/Overland_Airways
Pacific Air Express,PE,PAQ,VH,0,2,SOLPAC,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/Pacific_Air_Express
Pacific Airlines,BL,PIC,VN,0,0,PACIFIC,https://images.planefinder.net/api/logo/PIC/w/256,https://en.wikipedia.org/wiki/Jetstar_Pacific
Pacific Coastal Airlines,8P,PCO,C,20,20,PASCO,https://images.planefinder.net/api/logo/PCO/w/256,http://en.wikipedia.org/wiki/Pacific_Coastal_Airlines
Pakistan International Airlines (PIA),PK,PIA,AP,31,33,PAKISTAN,https://images.planefinder.net/api/logo/PIA/w/256,http://en.wikipedia.org/wiki/Pakistan_International_Airlines
PAL Airlines,PB,PVL,C,23,21,PROVINCIAL,https://images.planefinder.net/api/logo/PVL/w/256,https://en.wikipedia.org/wiki/PAL_Airlines
PAL Express,2P,GAP,RP,33,0,AIRPHIL,https://images.planefinder.net/api/logo/GAP/w/256,http://en.wikipedia.org/wiki/Airphil_Express
Palestinian Airlines,PF,PNW,,0,14,PALESTINIAN,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/Palestinian_Airlines
Pan Pacific Airlines,8Y,AAV,RP,1,4,ASTRO PHIL,https://images.planefinder.net/api/logo/AAV/w/256,https://en.wikipedia.org/wiki/Pan_Pacific_Airlines
Paranair,ZP,AZP,ZP,3,10,GUARANI,https://images.planefinder.net/api/logo/AZP/w/256,https://en.wikipedia.org/wiki/Amaszonas_Paraguay
Pascan Aviation Inc.,P6,PSC,C,14,7,PASCAN,https://images.planefinder.net/api/logo/PSC/w/256,http://en.wikipedia.org/wiki/Pascan_Aviation
Peach,MM,APJ,JA,39,23,AIR PEACH,https://images.planefinder.net/api/logo/APJ/w/256,https://en.wikipedia.org/wiki/Peach_Aviation
Pegasus Airlines,PC,PGT,TC,129,163,SUNTURK,https://images.planefinder.net/api/logo/PGT/w/256,http://en.wikipedia.org/wiki/Pegasus_Airlines
Pelita Air,IP,PAS,PK,0,16,PELITA,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/Pelita_Air_Service
PenAir,KS,NLA,N,0,10,PENINSULA,https://images.planefinder.net/api/logo/NLA/w/256,http://en.wikipedia.org/wiki/PenAir
People's,PE,PEV,OE,1,2,PEOPLES,https://images.planefinder.net/api/logo/PEV/w/256,http://en.wikipedia.org/wiki/People%27s_Viennaline
Perimeter Airlines,YP,PAG,C,0,10,PERIMETER,https://images.planefinder.net/api/logo/PAG/w/256,http://en.wikipedia.org/wiki/Perimeter_Aviation
Philippine Airlines,PR,PAL,RP,50,72,PHILIPPINE,https://images.planefinder.net/api/logo/PAL/w/256,http://en.wikipedia.org/wiki/Philippine_Airlines
Philippines AirAsia,Z2,APG,RP,21,23,COOL RED,https://images.planefinder.net/api/logo/APG/w/256,https://en.wikipedia.org/wiki/Philippines_AirAsia
Piedmont Airlines,PT,PDT,N,0,0,,https://images.planefinder.net/api/logo/PDT/w/256,http://en.wikipedia.org/wiki/Piedmont_Airlines
Pineapple Air,-,PNP,C6,4,0,PINEAPPLE AIR,https://images.planefinder.net/api/logo/PNP/w/256,https://en.wikipedia.org/wiki/Pineapple_Air
Pivot Airlines,ZX,GGN,C,0,0,GREAT NORTH,https://images.planefinder.net/api/logo/GGN/w/256,https://en.wikipedia.org/wiki/Pivot_Airlines
Play,OG,FPY,FT,0,0,PLAYER,https://images.planefinder.net/api/logo/FPY/w/256,https://en.wikipedia.org/wiki/Play_(airline)
Plus Ultra Líneas Aéreas,PU,PUE,EC,6,7,SPANISH,https://images.planefinder.net/api/logo/PUE/w/256,https://en.wikipedia.org/wiki/Plus_Ultra_L%C3%ADneas_A%C3%A9reas
PNG Air,CG,TOK,P2,18,19,BALUS,https://images.planefinder.net/api/logo/TOK/w/256,http://en.wikipedia.org/wiki/Airlines_PNG
Pobeda,DP,PBD,RA,42,0,POBEDA,https://images.planefinder.net/api/logo/PBD/w/256,http://en.wikipedia.org/wiki/Pobeda_(airline)
Polar Air Cargo,PO,PAC,N,8,0,POLAR,https://images.planefinder.net/api/logo/PAC/w/256,http://en.wikipedia.org/wiki/Polar_Air_Cargo
Polar Airlines,PI,RKA,RA,59,3,AIR SAKHA,https://images.planefinder.net/api/logo/RKA/w/256,http://en.wikipedia.org/wiki/Polar_Airlines
Polish Air Force,-,PLF,SP,70,0,,https://images.planefinder.net/api/logo/PLF/w/256,https://en.wikipedia.org/wiki/Polish_Air_Force
Porter Airlines,PD,POE,C,81,48,PORTER,https://images.planefinder.net/api/logo/POE/w/256,http://en.wikipedia.org/wiki/Porter_Airlines
Portuguese Air Force,-,AFP,CP,82,0,,https://images.planefinder.net/api/logo/AFP/w/256,https://en.wikipedia.org/wiki/Portuguese_Air_Force
Poste Air Cargo,M4,MSA,I,6,13,AIRMERCI,https://images.planefinder.net/api/logo/MSA/w/256,http://en.wikipedia.org/wiki/Mistral_Air
Precision Air Services,PW,PRF,5H,43,10,PRECISION AIR,https://images.planefinder.net/api/logo/PRF/w/256,http://en.wikipedia.org/wiki/Precision_Air_Services
Presidential Flight (UAE),MO,AUH,A6,28,14,SULTAN,https://images.planefinder.net/api/logo/AUH/w/256,http://en.wikipedia.org/wiki/Abu_Dhabi_Amiri_Flight
Private Wings,8W,PWF,D,10,2,,https://images.planefinder.net/api/logo/PWF/w/256,http://en.wikipedia.org/wiki/Private_Wings
Privilege Style,P6,PVG,EC,5,7,PRIVILEGE,https://images.planefinder.net/api/logo/PVG/w/256,http://en.wikipedia.org/wiki/Privilege_Style
Proflight Zambia,P0,PFZ,9J,11,14,PROFLIGHT ZAMBIA,https://images.planefinder.net/api/logo/PFZ/w/256,http://en.wikipedia.org/wiki/Proflight_Commuter_Services
PSA Airlines,OH,JIA,N,0,0,BLUE STREAK,https://images.planefinder.net/api/logo/JIA/w/256,https://en.wikipedia.org/wiki/PSA_Airlines
Qanot Sharq,HH,QNT,UK,5,29,QANOT SHARQ,https://images.planefinder.net/api/logo/QNT/w/256,https://en.wikipedia.org/wiki/Qanot_Sharq
Qantas Airways,QF,QFA,VH,137,107,QANTAS,https://images.planefinder.net/api/logo/QFA/w/256,http://en.wikipedia.org/wiki/Qantas_Airways
QantasLink,QF,QLK,VH,39,107,Q LINK,https://images.planefinder.net/api/logo/QLK/w/256,http://en.wikipedia.org/wiki/QantasLink
Qatar Airways,QR,QTR,A7,278,196,QATARI,https://images.planefinder.net/api/logo/QTR/w/256,http://en.wikipedia.org/wiki/Qatar_Airways
Qatar Amiri Flight,-,QAF,A6,10,0,,https://images.planefinder.net/api/logo/QAF/w/256,http://en.wikipedia.org/wiki/Qatar_Amiri_Flight
Qazaq Air,IQ,QAZ,UP,4,12,SAMRUK,https://images.planefinder.net/api/logo/QAZ/w/256,https://en.wikipedia.org/wiki/Qazaq_Air
Qeshm Air,QB,QSM,EP,13,0,QESHM AIR,https://images.planefinder.net/api/logo/QSM/w/256,https://en.wikipedia.org/wiki/Qeshm_Air
Qingdao Airlines,QW,QDA,B,39,57,SKY LEGEND,https://images.planefinder.net/api/logo/QDA/w/256,http://en.wikipedia.org/wiki/Qingdao_Airlines
Quikjet Airlines,QO,FQA,VT,0,4,QUIK LIFT,https://images.planefinder.net/api/logo/FQA/w/256,https://en.wikipedia.org/wiki/Quikjet_Airlines
R1 Airlines,-,TSH,C,0,0,TRANSCANADA,https://images.planefinder.net/api/logo/TSH/w/256,http://en.wikipedia.org/wiki/R1_Airlines
RAF-Avia,-,MTL,YL,2,0,MITAVIA,https://images.planefinder.net/api/logo/MTL/w/256,http://en.wikipedia.org/wiki/RAF-Avia
Raya Airways,TH,RMY,9M,11,3,RAYA EXPRESS,https://images.planefinder.net/api/logo/RMY/w/256,https://en.wikipedia.org/wiki/Raya_Airways
Red Sea Airlines,4S,RSX,SU,4,6,RED SEA,https://images.planefinder.net/api/logo/RSX/w/256,https://www.redseaairlines.com/
Red Wings Airlines,WZ,RWZ,RA,27,64,AIR RED,https://images.planefinder.net/api/logo/RWZ/w/256,http://en.wikipedia.org/wiki/Red_Wings_Airlines
Regional Air,8N,REG,5H,9,6,REGIONAL SERVICES,https://images.planefinder.net/api/logo/REG/w/256,http://en.wikipedia.org/wiki/Regional_Air
Regional Express,ZL,RXA,VH,4,53,REX,https://images.planefinder.net/api/logo/RXA/w/256,http://en.wikipedia.org/wiki/Regional_Express_Airlines
Republic Airways,YX,RPA,N,0,0,BRICKYARD,https://images.planefinder.net/api/logo/RPA/w/256,http://en.wikipedia.org/wiki/Republic_Airlines
Republic of Singapore Air Force,-,SAF,9V,39,0,SINGA,https://images.planefinder.net/api/logo/SAF/w/256,https://en.wikipedia.org/wiki/Republic_of_Singapore_Air_Force
Rise Air,-,WEW,C,0,0,WESTWIND,https://images.planefinder.net/api/logo/WEW/w/256,http://en.wikipedia.org/wiki/West_Wind_Aviation
Riyadh Air,RX,RXI,HZ,4,0,RIYADH AIR,https://images.planefinder.net/api/logo/RXI/w/256,https://en.wikipedia.org/wiki/Riyadh_Air
Romanian Air Force,-,ROF,YR,37,0,ROMAF,https://images.planefinder.net/api/logo/ROF/w/256,https://en.wikipedia.org/wiki/Romanian_Air_Force
Rossiya,FV,SDM,RA,130,0,RUSSIA,https://images.planefinder.net/api/logo/SDM/w/256,https://en.wikipedia.org/wiki/Rossiya_Airlines
Rotana Jet,RG,RJD,A6,3,0,ROTANA,https://images.planefinder.net/api/logo/RJD/w/256,http://en.wikipedia.org/wiki/Rotana_Jet
Royal Air Force,-,RRR,G,528,0,RAFAIR,https://images.planefinder.net/api/logo/RRR/w/256,http://en.wikipedia.org/wiki/Royal_Air_Force
Royal Air Force of Oman,-,MJN,A40,39,0,MAJAN,https://images.planefinder.net/api/logo/MJN/w/256,http://en.wikipedia.org/wiki/Royal_Air_Force_of_Oman
Royal Air Maroc,AT,RAM,CN,62,110,ROYAL AIR MAROC,https://images.planefinder.net/api/logo/RAM/w/256,http://en.wikipedia.org/wiki/Royal_Air_Maroc
Royal Air Maroc Express,-,RXP,CN,6,0,EXPRESS MAROC,https://images.planefinder.net/api/logo/RXP/w/256,http://en.wikipedia.org/wiki/Royal_Air_Maroc_Express
Royal Australian Air Force,-,ASY,VH,163,0,AUSSIE,https://images.planefinder.net/api/logo/ASY/w/256,http://en.wikipedia.org/wiki/Royal_Australian_Air_Force
Royal Belau Airways,-,RBL,,0,0,,https://images.planefinder.net/api/logo/RBL/w/256,http://royalbelauairways.com/rba/index.php
Royal Brunei Airlines,BI,RBA,V8,12,24,BRUNEI,https://images.planefinder.net/api/logo/RBA/w/256,http://en.wikipedia.org/wiki/Royal_Brunei_Airlines
Royal Canadian Air Force,-,CFC,C,195,0,CANFORCE,https://images.planefinder.net/api/logo/CFC/w/256,https://en.wikipedia.org/wiki/Royal_Canadian_Air_Force
Royal Flight,RL,ABG,RA,0,2,ABAKAN,https://images.planefinder.net/api/logo/ABG/w/256,http://en.wikipedia.org/wiki/Royal_Flight_(airline)
Royal Jordanian Air Force,-,RJZ,JY,25,0,,https://images.planefinder.net/api/logo/RJZ/w/256,https://en.wikipedia.org/wiki/Royal_Jordanian_Air_Force
Royal Jordanian Airlines,RJ,RJA,JY,39,70,JORDANIAN,https://images.planefinder.net/api/logo/RJA/w/256,http://en.wikipedia.org/wiki/Royal_Jordanian_Airlines
Royal Navy,-,NVY,G,91,0,NAVY,https://images.planefinder.net/api/logo/NVY/w/256,https://en.wikipedia.org/wiki/Royal_Navy
